county,sub_county,date,rainfall_mm,temperature_avg,drought_index,flood_risk
Nairobi,Westlands,2025-03-01 23:22:43.086192,111.69125103826325,23.782688277424285,8.334813319060334,0.738990325119494
Nairobi,Westlands,2025-04-01 23:22:43.086192,82.72685446328681,24.204312318653383,8.94386056707279,0.22746462998263106
Nairobi,Westlands,2025-05-01 23:22:43.086192,67.74037868396503,24.980111735865087,5.994744701445613,1.1285503392819918
Nairobi,Westlands,2025-06-01 23:22:43.086192,72.49514393588937,19.257475114004734,4.124869336229002,0.6434564774882756
Nairobi,Westlands,2025-07-01 23:22:43.086192,63.35785118079108,18.857293302956013,6.7145234870011645,7.954911497395925
Nairobi,Westlands,2025-08-01 23:22:43.086192,39.83847815969981,26.389004420784644,2.799322560515889,0.18170012172330163
Nairobi,Westlands,2025-09-01 23:22:43.086192,96.40631805512604,20.62147429154023,4.573958725999548,4.274626117534622
Nairobi,Westlands,2025-10-01 23:22:43.086192,54.04553075629551,20.065557621166207,6.163236173481799,9.20487434302263
Nairobi,Westlands,2025-11-01 23:22:43.086192,139.91845141113916,23.182657178730274,2.657446879880956,7.117291952231676
Nairobi,Westlands,2025-12-01 23:22:43.086192,83.06374260763417,31.07641340564401,2.994375804337724,2.5248495675835003
Nairobi,Westlands,2026-01-01 23:22:43.086192,111.56785245795172,22.726359337269862,2.8354342923464095,1.45771341170844
Nairobi,Westlands,2026-02-01 23:22:43.086192,65.84556002586085,24.463920233894733,2.716142978310091,8.203187394358253
Nairobi,Dagoretti,2025-03-01 23:22:43.086192,4.810883431591861,24.278086216566226,4.616595716336941,8.45615703250837
Nairobi,Dagoretti,2025-04-01 23:22:43.086192,54.378531708499516,24.879037137303893,5.876943543273054,5.114193004543218
Nairobi,Dagoretti,2025-05-01 23:22:43.086192,90.87034109733399,29.28348247470691,2.334441546434812,6.241484573538093
Nairobi,Dagoretti,2025-06-01 23:22:43.086192,95.96106923187399,19.6954458127323,2.737994385488771,2.3063565206378414
Nairobi,Dagoretti,2025-07-01 23:22:43.086192,110.05588236412602,18.91602565680558,7.94021507189073,4.270453496692684
Nairobi,Dagoretti,2025-08-01 23:22:43.086192,142.7659355328926,20.61304399838355,8.910720921158312,6.6478954896351095
Nairobi,Dagoretti,2025-09-01 23:22:43.086192,95.90072681874196,25.681956679149675,0.669549433876685,6.8362340530346755
Nairobi,Dagoretti,2025-10-01 23:22:43.086192,54.43212378125568,23.865750714483827,5.984683111274419,2.5619620620226744
Nairobi,Dagoretti,2025-11-01 23:22:43.086192,47.876933124772584,15.029644435984945,4.461137261659146,4.672073445465045
Nairobi,Dagoretti,2025-12-01 23:22:43.086192,114.42563963879493,23.654413593971995,1.7830356250538648,6.282104938540898
Nairobi,Dagoretti,2026-01-01 23:22:43.086192,127.9162028424197,10.101675320601668,1.8067848351860238,1.1512602021279916
Nairobi,Dagoretti,2026-02-01 23:22:43.086192,116.42074491744877,24.493881283836096,5.56226762357197,7.148383065891118
Nairobi,Kamukunji,2025-03-01 23:22:43.086192,137.50040863033274,27.604797720799134,7.146658328989512,7.185360901257124
Nairobi,Kamukunji,2025-04-01 23:22:43.086192,100.256473993871,20.241868600712323,1.6346360230382861,7.102930354140293
Nairobi,Kamukunji,2025-05-01 23:22:43.086192,101.66006560194364,27.019583106941234,7.707244979461879,1.1076851397040266
Nairobi,Kamukunji,2025-06-01 23:22:43.086192,93.22718629308888,15.345838570633257,6.777607149191203,5.367455894102916
Nairobi,Kamukunji,2025-07-01 23:22:43.086192,102.48637710268993,12.814267756287968,9.373237086538008,7.104450438732757
Nairobi,Kamukunji,2025-08-01 23:22:43.086192,132.90039769105624,27.768905853344066,2.0034243131457785,8.005614471740568
Nairobi,Kamukunji,2025-09-01 23:22:43.086192,100.44657190791172,17.373795410079353,8.180650421889478,4.056596632793506
Nairobi,Kamukunji,2025-10-01 23:22:43.086192,96.87609141584426,24.85710214712516,2.8847326070251587,8.799440080535115
Nairobi,Kamukunji,2025-11-01 23:22:43.086192,49.423075325919825,18.787453750209608,1.7822430988138616,4.4031612390275585
Nairobi,Kamukunji,2025-12-01 23:22:43.086192,63.553959339617315,28.37063240612784,9.973519844359156,1.177880035600487
Nairobi,Kamukunji,2026-01-01 23:22:43.086192,64.33867535671877,27.60495114740176,8.199444047251662,8.594734434658402
Nairobi,Kamukunji,2026-02-01 23:22:43.086192,87.34525574555722,21.934294663116308,1.2179279407312527,3.159123138466563
Nairobi,Embakasi,2025-03-01 23:22:43.086192,125.22658526758671,27.33697197359995,5.297689779594825,6.560072925535753
Nairobi,Embakasi,2025-04-01 23:22:43.086192,85.98233221078132,20.83022508335541,6.871683168943222,3.7777480107916963
Nairobi,Embakasi,2025-05-01 23:22:43.086192,38.87970609996147,21.49143513720718,4.824333515177676,8.712508053052085
Nairobi,Embakasi,2025-06-01 23:22:43.086192,75.67700395018825,26.80732660016483,6.0057883034955415,4.842031677317928
Nairobi,Embakasi,2025-07-01 23:22:43.086192,90.9181131098296,20.386800873242287,7.907363225962344,9.565541694980237
Nairobi,Embakasi,2025-08-01 23:22:43.086192,90.89426886937234,28.928434942227554,2.015732106541115,8.771936931649739
Nairobi,Embakasi,2025-09-01 23:22:43.086192,79.367988182306,22.8731257985292,5.422583643281618,4.230522320816117
Nairobi,Embakasi,2025-10-01 23:22:43.086192,13.839341821911248,24.890721199523973,2.9553275824190783,6.016133365514848
Nairobi,Embakasi,2025-11-01 23:22:43.086192,83.70813195763553,19.146821287909486,6.306579286254608,1.2936775414063473
Nairobi,Embakasi,2025-12-01 23:22:43.086192,163.1703275987726,19.285992823592284,0.89904241166743,7.909406592429155
Nairobi,Embakasi,2026-01-01 23:22:43.086192,92.56153066935914,21.89818061328964,4.80008921682729,8.3351043271322
Nairobi,Embakasi,2026-02-01 23:22:43.086192,79.35960999830796,19.39453544165928,2.6703466207364013,3.7678897955970414
Nairobi,Kibra,2025-03-01 23:22:43.086192,89.79291625634664,25.41300697955202,1.071482493131265,7.9154667730593955
