county,sub_county,date,poverty_rate,household_income_index,food_security_index,market_accessibility,agricultural_productivity
Nairobi,Westlands,2025-03-01 23:22:43.086192,65.86123938876204,42.063438986532596,41.11399507700711,73.43152391635772,69.52809822061201
Nairobi,Westlands,2025-04-01 23:22:43.086192,24.126262930924746,45.94744925929011,64.42349059106724,85.43736559585496,63.433109172274015
Nairobi,Westlands,2025-05-01 23:22:43.086192,40.01505306366578,40.32683920182312,27.783119278331267,55.27378861196316,39.79067020851014
Nairobi,Westlands,2025-06-01 23:22:43.086192,40.194714871645715,40.09329544289263,74.46590853109048,77.29889085413465,80.66096243587295
Nairobi,Westlands,2025-07-01 23:22:43.086192,56.26668505968561,30.99857113079943,39.106578016489685,76.76210344850814,53.80216552813954
Nairobi,Westlands,2025-08-01 23:22:43.086192,58.51140388150594,31.855230264327727,69.68114728220522,62.62040809634986,65.48084669590352
Nairobi,Westlands,2025-09-01 23:22:43.086192,57.955726321396824,44.28450723181465,68.83798983732822,77.5197463860649,67.21513442673273
Nairobi,Westlands,2025-10-01 23:22:43.086192,61.18212671753008,57.883752680036096,62.46633681926874,86.2447186300146,76.05904651151288
Nairobi,Westlands,2025-11-01 23:22:43.086192,35.33353035996969,89.1037491055848,82.36943878639326,67.0090529977184,86.24010957359417
Nairobi,Westlands,2025-12-01 23:22:43.086192,34.3225908771783,85.04998190454928,68.43873494148707,62.78734127929454,65.06683811630876
Nairobi,Westlands,2026-01-01 23:22:43.086192,42.082422260272395,56.52921558696525,52.997619815708966,62.5017028730616,78.66370374986127
Nairobi,Westlands,2026-02-01 23:22:43.086192,31.604029622751995,83.8532909774232,82.81917558717977,57.06562449972307,74.69204733896493
Nairobi,Dagoretti,2025-03-01 23:22:43.086192,67.75807388650406,83.56850710915016,56.91236306356774,85.17943910607056,49.92172504647365
Nairobi,Dagoretti,2025-04-01 23:22:43.086192,64.45197086949783,83.5117008228812,68.9909566555221,49.59598945674651,49.400661964348885
Nairobi,Dagoretti,2025-05-01 23:22:43.086192,35.937613442053305,74.12184724359707,35.47376492600626,55.810884639762705,69.38079578283384
Nairobi,Dagoretti,2025-06-01 23:22:43.086192,50.47654501448077,30.788102979091448,63.46155496789377,41.93098032318486,77.72896042437483
Nairobi,Dagoretti,2025-07-01 23:22:43.086192,30.200779428591403,41.817599351649214,59.8597255254029,80.47665325040921,40.606077563746815
Nairobi,Dagoretti,2025-08-01 23:22:43.086192,53.886384410558115,81.88306294223382,37.38819907281938,43.47661102080707,71.15370225658558
Nairobi,Dagoretti,2025-09-01 23:22:43.086192,27.35564926883678,38.76377905753947,27.578993427916146,45.54567087480174,46.343830460210356
Nairobi,Dagoretti,2025-10-01 23:22:43.086192,39.3031690663268,54.92774533414794,32.646555001212114,75.45053306996635,74.50137804653514
Nairobi,Dagoretti,2025-11-01 23:22:43.086192,60.20419949859358,78.66955501568593,74.87791028771395,49.257172187946274,79.32483647054542
Nairobi,Dagoretti,2025-12-01 23:22:43.086192,26.397645692892283,63.27079277651153,51.02843191144092,59.93348059326247,54.75142506621779
Nairobi,Dagoretti,2026-01-01 23:22:43.086192,35.70759690502735,89.03404125459565,28.385368634514347,78.3066857245085,52.756672694080336
Nairobi,Dagoretti,2026-02-01 23:22:43.086192,65.20762764767461,81.85618953091117,76.31977850179024,54.27986822589047,44.711407748268144
Nairobi,Kamukunji,2025-03-01 23:22:43.086192,33.9047230020732,81.87300627183302,48.89686310070608,83.65615950020708,63.321107596758566
Nairobi,Kamukunji,2025-04-01 23:22:43.086192,44.461196791332355,63.00318994454866,72.70482065224749,55.29083485895276,69.14325587415786
Nairobi,Kamukunji,2025-05-01 23:22:43.086192,44.74541992628869,55.6021860437363,32.48578502485645,92.49337402049932,79.90302452927801
Nairobi,Kamukunji,2025-06-01 23:22:43.086192,69.15948667799366,36.692534849497,26.65882478974827,66.24139746333108,41.606222398915
Nairobi,Kamukunji,2025-07-01 23:22:43.086192,39.84498305963335,64.81544485604422,61.75732009780353,67.22090578415587,42.55787925122375
Nairobi,Kamukunji,2025-08-01 23:22:43.086192,26.580755748456397,76.61022005512933,64.87447552534272,77.83976170736125,37.58673130790744
Nairobi,Kamukunji,2025-09-01 23:22:43.086192,54.2144507552511,41.930986998238055,42.164842874025524,56.602375403894,63.09041054471975
Nairobi,Kamukunji,2025-10-01 23:22:43.086192,27.209057752247624,86.6403283621282,54.25421670294518,92.5455192860969,48.84846517128477
Nairobi,Kamukunji,2025-11-01 23:22:43.086192,67.28520566515184,44.6752159454126,37.0979230843805,81.33155416202055,77.65366283068232
Nairobi,Kamukunji,2025-12-01 23:22:43.086192,39.39232001747856,71.0748402131705,31.324152811893075,48.88949321736983,49.85138909724118
Nairobi,Kamukunji,2026-01-01 23:22:43.086192,55.88856244210342,79.8011639293423,79.4986684186107,92.14398387201366,89.87174395870895
Nairobi,Kamukunji,2026-02-01 23:22:43.086192,54.04712187190909,59.91178813673855,54.09153907206877,48.748243471970724,88.9936066617189
Nairobi,Embakasi,2025-03-01 23:22:43.086192,64.14962083316429,62.66133463609987,42.782195146658566,82.1757764554748,60.80822928571007
Nairobi,Embakasi,2025-04-01 23:22:43.086192,51.58441904220406,84.174825705605,43.48989378456605,43.15470996389434,63.8775268803757
Nairobi,Embakasi,2025-05-01 23:22:43.086192,50.78668282925621,84.89013025228307,76.34414572125075,44.498312607489574,85.1885333313473
Nairobi,Embakasi,2025-06-01 23:22:43.086192,31.341517752897385,87.39409642273118,76.61020340822733,71.33934295574838,56.515256546121144
Nairobi,Embakasi,2025-07-01 23:22:43.086192,32.15910192338261,39.42456313013439,77.99855355797264,40.63086627794967,81.42749328342876
Nairobi,Embakasi,2025-08-01 23:22:43.086192,54.603822062624985,39.65042457452184,66.38965619272085,47.928745661756615,40.05454809056598
Nairobi,Embakasi,2025-09-01 23:22:43.086192,24.68727574942801,44.280995070115004,55.32175871434097,75.77245191778019,82.86294411665179
Nairobi,Embakasi,2025-10-01 23:22:43.086192,44.82103808622533,86.40120325855332,31.696030786028242,74.63771358095497,78.82357222992499
Nairobi,Embakasi,2025-11-01 23:22:43.086192,53.64044383257814,71.59358036434486,46.25658707273935,48.142781744498286,56.6040466893364
Nairobi,Embakasi,2025-12-01 23:22:43.086192,62.84897268336946,59.14613136752172,29.41085359441745,41.900945768387736,60.00199492737008
Nairobi,Embakasi,2026-01-01 23:22:43.086192,52.62494274699766,32.854877414756956,27.025651569403582,59.08135616303049,56.18303562726656
Nairobi,Embakasi,2026-02-01 23:22:43.086192,26.369524621441975,61.4420587213964,83.91178315918722,91.22226713354677,42.31041059757181
Nairobi,Kibra,2025-03-01 23:22:43.086192,21.980973213696373,71.47734014732548,63.43950130307159,84.0368518275168,50.02741050644808
Nairobi,Kibra,2025-04-01 23:22:43.086192,40.7764246688558,51.921138666283404,53.39791711402903,64.60694008758556,85.21289627877911
Nairobi,Kibra,2025-05-01 23:22:43.086192,69.29098176542448,87.86024394495598,79.30916220344378,41.87650225691236,42.027800646794
Nairobi,Kibra,2025-06-01 23:22:43.086192,34.28144281800748,46.71905197184044,38.43608835570191,44.432670690680034,79.18133452198447
Nairobi,Kibra,2025-07-01 23:22:43.086192,24.838293371074343,58.732682204424535,26.084355377318566,56.02031446122628,57.1955697812172
Nairobi,Kibra,2025-08-01 23:22:43.086192,40.92995967276724,47.461749419178076,36.42451551402603,92.96906417770172,61.24047585929537
Nairobi,Kibra,2025-09-01 23:22:43.086192,60.332145588844774,39.482741807729504,48.15777640394985,90.52726361498175,55.12588218251666
Nairobi,Kibra,2025-10-01 23:22:43.086192,63.704101540162746,70.02353082894962,64.91957369922446,84.82406354830741,62.716087822664605
Nairobi,Kibra,2025-11-01 23:22:43.086192,28.968419768944905,45.96528433536579,65.65480178419705,67.56059185512723,85.88470233330932
Nairobi,Kibra,2025-12-01 23:22:43.086192,57.111602767667456,76.16756662566445,41.878034899179006,92.2706069929898,85.42807194833519
Nairobi,Kibra,2026-01-01 23:22:43.086192,21.99449236843557,52.03393456468973,32.07317022409414,89.39157723428761,69.85910814312295
Nairobi,Kibra,2026-02-01 23:22:43.086192,62.72791422162335,43.40050964828003,63.322562961109305,86.92880685272702,35.16497333419398
Mombasa,Changamwe,2025-03-01 23:22:43.086192,52.34146122800875,84.43781286988207,50.838768452207276,41.95103154093608,46.01048893789971
Mombasa,Changamwe,2025-04-01 23:22:43.086192,34.69834259602881,83.18998272333954,54.75747718146559,48.78507900519819,69.76764297914099
Mombasa,Changamwe,2025-05-01 23:22:43.086192,51.41941550776978,37.247696821166045,78.82555895126077,56.244134064372915,64.54927227414049
Mombasa,Changamwe,2025-06-01 23:22:43.086192,67.73293593630207,59.84442203257413,63.30077072834462,94.94372252740018,35.52979675921912
Mombasa,Changamwe,2025-07-01 23:22:43.086192,25.770198307262127,67.54474166483155,39.14661928119937,42.14442269980177,36.18405958865731
Mombasa,Changamwe,2025-08-01 23:22:43.086192,41.04331138155779,36.339734596868475,39.51083563375339,83.10710151999746,64.57572561469232
Mombasa,Changamwe,2025-09-01 23:22:43.086192,26.831219206527795,60.15377435102566,29.30455002166964,46.0320247898545,58.16206956352702
Mombasa,Changamwe,2025-10-01 23:22:43.086192,28.568885991108733,88.64505408153195,27.43933971073562,73.22540605848491,50.50017090847005
Mombasa,Changamwe,2025-11-01 23:22:43.086192,37.920791352715696,71.07924432840294,74.75179994581127,73.63176336334243,69.74349615150864
Mombasa,Changamwe,2025-12-01 23:22:43.086192,20.008122129988386,60.00937325481844,56.632774927770015,65.81896555768509,78.88570656068737
Mombasa,Changamwe,2026-01-01 23:22:43.086192,43.413804583069904,60.09361357797846,65.85704779981674,62.82823221159474,68.92115870306849
Mombasa,Changamwe,2026-02-01 23:22:43.086192,33.819793865144895,71.26388944772239,67.47023523783774,77.04757583317506,64.85621471440179
Mombasa,Jomvu,2025-03-01 23:22:43.086192,50.95257715697139,65.35467859001571,31.446619161163397,70.68823599076285,58.24848916931147
Mombasa,Jomvu,2025-04-01 23:22:43.086192,56.34646871855249,51.222698503772655,25.89383571784879,48.54892753875972,87.94411359460024
Mombasa,Jomvu,2025-05-01 23:22:43.086192,40.20383789678533,38.6617037629074,28.81021857085831,68.47491206306061,55.38880345403831
Mombasa,Jomvu,2025-06-01 23:22:43.086192,28.750971968144434,52.58505167864573,82.40304093773179,89.59733207289295,44.43307064169132
