county,sub_county,date,rainfall_mm,temperature_avg,drought_index,flood_risk
Nairobi,Westlands,2025-03-01 23:20:11.517159,97.01965561179203,16.22426963349087,7.385331127492062,6.144222511005539
Nairobi,Westlands,2025-04-01 23:20:11.517159,86.00712982709813,24.347541534082946,9.049526961291098,3.854350071457814
Nairobi,Westlands,2025-05-01 23:20:11.517159,108.19391624716519,18.74264386969176,3.3584467134382434,3.1477949721440703
Nairobi,Westlands,2025-06-01 23:20:11.517159,94.62927864404652,23.844735823348948,9.103930690120801,6.169486005761331
Nairobi,Westlands,2025-07-01 23:20:11.517159,39.85851148459097,19.293736670475496,4.363357619942442,0.6479553558544193
Nairobi,Westlands,2025-08-01 23:20:11.517159,75.04725483870756,25.74137071135724,4.254544720152453,5.373695166040468
Nairobi,Westlands,2025-09-01 23:20:11.517159,61.565062828291914,28.79330850674127,8.693595776035384,7.742315597936288
Nairobi,Westlands,2025-10-01 23:20:11.517159,65.45166161948163,25.248519313240333,5.92793435913376,4.301233980780315
Nairobi,Westlands,2025-11-01 23:20:11.517159,33.277137616945765,10.569306951922409,4.480705549343496,3.394002641011965
Nairobi,Westlands,2025-12-01 23:20:11.517159,112.24962701544428,22.057258097315692,6.729098212964129,3.476428038347504
Nairobi,Westlands,2026-01-01 23:20:11.517159,105.46485699831601,26.837136440534238,0.0213385254297338,0.5497313340564647
Nairobi,Westlands,2026-02-01 23:20:11.517159,78.77606597487893,17.751615579090263,5.497180335409134,3.941116883272866
Nairobi,Dagoretti,2025-03-01 23:20:11.517159,90.16475187556705,22.837706576776284,7.2512839680690035,8.467249217157702
Nairobi,Dagoretti,2025-04-01 23:20:11.517159,147.79536227800068,16.86785254002868,3.5596552864630313,1.9838259281899717
Nairobi,Dagoretti,2025-05-01 23:20:11.517159,28.756300078529407,22.29614214651843,2.680600827777635,1.705775078279268
Nairobi,Dagoretti,2025-06-01 23:20:11.517159,82.35167966248585,16.534361005356722,9.649623926174053,9.75948749178408
Nairobi,Dagoretti,2025-07-01 23:20:11.517159,31.738267844877214,19.739669037353895,8.608950809202142,2.3473893941713664
Nairobi,Dagoretti,2025-08-01 23:20:11.517159,100.66309414780255,11.68726364222577,7.722224610052545,1.2826481371166987
Nairobi,Dagoretti,2025-09-01 23:20:11.517159,109.28906691549774,17.025419736125095,4.060734989177416,5.060789143435502
Nairobi,Dagoretti,2025-10-01 23:20:11.517159,91.00190985128674,18.05036183666173,3.742589141935678,8.590638762886385
Nairobi,Dagoretti,2025-11-01 23:20:11.517159,67.44991277964314,15.558329149872915,0.8237284814805224,8.067126175484518
Nairobi,Dagoretti,2025-12-01 23:20:11.517159,85.47590281800778,21.34106133036425,8.226859201236305,9.957624728293212
Nairobi,Dagoretti,2026-01-01 23:20:11.517159,69.21422651601432,33.42312006439363,0.061025227828498396,5.594497504353514
Nairobi,Dagoretti,2026-02-01 23:20:11.517159,105.59251066147814,24.330463095381884,3.7717663935774515,3.3043591974245787
Nairobi,Kamukunji,2025-03-01 23:20:11.517159,27.008793086032952,21.658060122700878,9.128758960650407,8.704099458568962
Nairobi,Kamukunji,2025-04-01 23:20:11.517159,24.626593549755214,23.21211337906969,9.833942746802363,9.0596524553364
Nairobi,Kamukunji,2025-05-01 23:20:11.517159,40.160477790185155,23.240549306845764,8.162577915437513,8.039306372780743
Nairobi,Kamukunji,2025-06-01 23:20:11.517159,125.5793264391902,23.545525571306275,5.811988614812712,9.566213189936382
Nairobi,Kamukunji,2025-07-01 23:20:11.517159,107.76871671603594,24.249462924388983,4.690916263775637,0.09005330882652651
Nairobi,Kamukunji,2025-08-01 23:20:11.517159,116.52362045499282,23.019101229751747,6.18128118456038,2.1790879156081444
Nairobi,Kamukunji,2025-09-01 23:20:11.517159,66.92347638792775,18.150428294017278,5.8252580788534525,0.24822661874214336
Nairobi,Kamukunji,2025-10-01 23:20:11.517159,90.12814122974194,38.478069766183054,8.29108526141799,5.575118392045253
Nairobi,Kamukunji,2025-11-01 23:20:11.517159,96.07009957323027,17.194946179923228,5.58133834240207,6.312253274387421
Nairobi,Kamukunji,2025-12-01 23:20:11.517159,26.42547485932574,21.68283556523536,3.5393666082486708,8.437753755516786
Nairobi,Kamukunji,2026-01-01 23:20:11.517159,64.6149547728506,26.7489781440919,3.213421915851642,6.652911743016624
Nairobi,Kamukunji,2026-02-01 23:20:11.517159,181.03773276091368,24.72991411921339,3.2392442759129816,4.2678844575579875
Nairobi,Embakasi,2025-03-01 23:20:11.517159,146.98636232918534,26.31133321266159,0.15044746296018485,2.477164140177981
Nairobi,Embakasi,2025-04-01 23:20:11.517159,108.12350359764343,21.680238700114238,5.825425921831097,1.0418991756791551
Nairobi,Embakasi,2025-05-01 23:20:11.517159,0.0,17.65276660760566,2.397997358328211,1.495933816957996
Nairobi,Embakasi,2025-06-01 23:20:11.517159,125.32571254441889,12.561211737221482,5.1354033329483855,6.370965115273353
Nairobi,Embakasi,2025-07-01 23:20:11.517159,47.12145189539105,19.137177817978554,1.6554075589462403,1.750981027458589
Nairobi,Embakasi,2025-08-01 23:20:11.517159,13.517757182960906,15.581398970648438,9.231247907126058,0.5644436853292978
Nairobi,Embakasi,2025-09-01 23:20:11.517159,49.1119428140407,12.204566103193788,8.826273921848008,3.072006641406595
Nairobi,Embakasi,2025-10-01 23:20:11.517159,79.05060435567323,16.642533649362072,1.0308050478056374,1.2378389391641054
Nairobi,Embakasi,2025-11-01 23:20:11.517159,103.12148000820595,25.447836122277216,9.690450614798902,0.9449570591415923
Nairobi,Embakasi,2025-12-01 23:20:11.517159,0.0,21.94054486075458,3.238564617077505,4.497491189830317
Nairobi,Embakasi,2026-01-01 23:20:11.517159,100.12340732782195,19.01656486676058,7.5267729563407535,2.9687236813025164
Nairobi,Embakasi,2026-02-01 23:20:11.517159,36.67124275800022,15.703179439185945,5.106155009220176,2.3743477825576687
Nairobi,Kibra,2025-03-01 23:20:11.517159,0.0,22.10199899636897,6.777773560388979,7.368177786658227
Nairobi,Kibra,2025-04-01 23:20:11.517159,91.66341124574478,21.402379860162494,2.508305560661838,2.8422436561024442
Nairobi,Kibra,2025-05-01 23:20:11.517159,44.96317863716857,21.89794264177283,3.1228484122920475,6.1552956792778275
Nairobi,Kibra,2025-06-01 23:20:11.517159,109.35012345201125,18.948955995840933,9.660963477032858,0.014764370046967956
Nairobi,Kibra,2025-07-01 23:20:11.517159,72.42845725330267,22.86972639370514,6.6698141575586405,0.9883378890601602
Nairobi,Kibra,2025-08-01 23:20:11.517159,86.22205798858711,18.02138917381483,3.1596626036057582,7.513634983217095
Nairobi,Kibra,2025-09-01 23:20:11.517159,60.648996220844396,24.88453126221547,7.911863964167014,7.181996395120445
Nairobi,Kibra,2025-10-01 23:20:11.517159,117.53265194419075,24.8098230565548,0.336319341402056,4.271712398455425
Nairobi,Kibra,2025-11-01 23:20:11.517159,88.98582306412914,19.94988309188005,3.905026778508467,3.082311066561998
Nairobi,Kibra,2025-12-01 23:20:11.517159,0.0,15.936138359893548,5.370670435328838,3.5928328748678426
Nairobi,Kibra,2026-01-01 23:20:11.517159,83.29105480959363,23.309362673796514,5.218946790626866,8.724201854182622
Nairobi,Kibra,2026-02-01 23:20:11.517159,99.66517796971063,19.9628433425396,8.882111363355857,4.095409370256206
Mombasa,Changamwe,2025-03-01 23:20:11.517159,18.653233028273526,12.78933537604398,1.7541308844553438,4.544994230388005
Mombasa,Changamwe,2025-04-01 23:20:11.517159,87.88067570443134,17.513207512235883,8.81153831499664,9.55070444337263
Mombasa,Changamwe,2025-05-01 23:20:11.517159,36.858105496681205,14.860252433168963,2.9308103660761153,3.912098539708937
Mombasa,Changamwe,2025-06-01 23:20:11.517159,65.80611423550017,25.468747794276247,4.205252228349497,6.981242542958047
Mombasa,Changamwe,2025-07-01 23:20:11.517159,92.70980347124794,28.110040032842683,8.62347345428622,3.187123026282299
Mombasa,Changamwe,2025-08-01 23:20:11.517159,29.076807027233016,24.639803623248902,0.3294834765305177,8.926773065342536
Mombasa,Changamwe,2025-09-01 23:20:11.517159,49.61137321477152,22.730481779178202,7.600554105992615,3.944615193285336
Mombasa,Changamwe,2025-10-01 23:20:11.517159,78.07143385454661,21.268799242811593,3.7120544920231104,0.21606974431078285
Mombasa,Changamwe,2025-11-01 23:20:11.517159,112.41699274732264,22.94443046671899,0.9583890771812331,4.284494400795692
Mombasa,Changamwe,2025-12-01 23:20:11.517159,71.7564452340559,29.69836778216534,5.577451934645991,9.665994729674264
Mombasa,Changamwe,2026-01-01 23:20:11.517159,57.86983677507148,14.99812884878829,7.372829799127504,7.692631076017058
Mombasa,Changamwe,2026-02-01 23:20:11.517159,94.67818323690074,21.37128856311969,9.761465570521423,6.337353776544291
Mombasa,Jomvu,2025-03-01 23:20:11.517159,104.20603220403109,23.990382596778026,1.2632564896584841,4.944093523780108
Mombasa,Jomvu,2025-04-01 23:20:11.517159,75.93235522516507,28.3857670518967,3.086163021248497,3.639484806576326
Mombasa,Jomvu,2025-05-01 23:20:11.517159,71.33722591352168,29.318689773773237,6.674281850745558,7.544760283545809
Mombasa,Jomvu,2025-06-01 23:20:11.517159,59.18984618050132,28.193325477961025,7.090122938707838,8.167006297485027
Mombasa,Jomvu,2025-07-01 23:20:11.517159,111.75165926043753,24.1022751406584,0.19822450960164217,3.426901660806786
Mombasa,Jomvu,2025-08-01 23:20:11.517159,79.34345262973338,20.035051487405305,9.997324701214485,7.199291501184417
Mombasa,Jomvu,2025-09-01 23:20:11.517159,122.61189181390446,25.42443970380145,5.634192244093416,1.1409592503664234
Mombasa,Jomvu,2025-10-01 23:20:11.517159,123.93523075474916,27.496860644371246,0.3432906795654411,1.0989596622315678
Mombasa,Jomvu,2025-11-01 23:20:11.517159,40.58568139439007,31.952744482070308,4.704276570466547,8.171879885481877
Mombasa,Jomvu,2025-12-01 23:20:11.517159,107.97104279550247,24.741706236809485,1.3005494214365354,9.916744839747212
Mombasa,Jomvu,2026-01-01 23:20:11.517159,134.98626510902417,9.634743657829793,2.0517124791769517,3.9300625142910475
Mombasa,Jomvu,2026-02-01 23:20:11.517159,122.14817715903345,18.314593985841363,6.239815205210592,6.136626589530937
Mombasa,Kisauni,2025-03-01 23:20:11.517159,68.10946604115514,26.087764584074183,6.606686452266786,7.383374560429246
Mombasa,Kisauni,2025-04-01 23:20:11.517159,58.14980553521531,17.101995357466812,0.7593468344209364,4.191103816191043
Mombasa,Kisauni,2025-05-01 23:20:11.517159,46.021132574640994,19.837849720491846,3.5858319109030745,5.6873563731130075
Mombasa,Kisauni,2025-06-01 23:20:11.517159,68.9882771421699,18.310807907766012,9.382968932093998,5.393491352409937
Mombasa,Kisauni,2025-07-01 23:20:11.517159,121.35524281572624,20.608809813997247,6.414594125930958,5.412738134644091
Mombasa,Kisauni,2025-08-01 23:20:11.517159,60.620971040934975,27.234188990684153,9.181950966018423,9.173221886418178
Mombasa,Kisauni,2025-09-01 23:20:11.517159,34.952209663122204,21.598448088825105,2.7836762464535116,3.5595522140583236
Mombasa,Kisauni,2025-10-01 23:20:11.517159,31.96118917639641,16.61149449025509,5.706509459746597,2.8057668897933374
Mombasa,Kisauni,2025-11-01 23:20:11.517159,9.705008682205673,17.020452503425336,1.6389523635869396,4.496568935708783
Mombasa,Kisauni,2025-12-01 23:20:11.517159,47.87673883036412,27.127373912884668,0.2431088064150433,8.079370920207271
Mombasa,Kisauni,2026-01-01 23:20:11.517159,78.89156434654319,23.92312528631808,5.602821087726886,5.1373906429862535
Mombasa,Kisauni,2026-02-01 23:20:11.517159,71.80706406880024,27.955906439800096,5.14895204365676,9.238363147956747
Mombasa,Nyali,2025-03-01 23:20:11.517159,128.75754032986447,21.12742038348527,4.024287266451622,3.7968534634365616
Mombasa,Nyali,2025-04-01 23:20:11.517159,3.775801543930015,19.153792117221208,0.7906199803831615,7.588829385341783
Mombasa,Nyali,2025-05-01 23:20:11.517159,55.00811418545426,14.630886459075526,9.056877079416736,5.805516786204343
Mombasa,Nyali,2025-06-01 23:20:11.517159,13.272737980737674,28.244514125659887,2.6788735443064313,4.589060612053758
Mombasa,Nyali,2025-07-01 23:20:11.517159,84.34417385508905,22.174682420934325,4.10910480780759,7.48170467053343
Mombasa,Nyali,2025-08-01 23:20:11.517159,46.00355703417246,23.928415400925132,3.676027948525004,4.374549387152832
Mombasa,Nyali,2025-09-01 23:20:11.517159,112.91012323183793,24.3568965925872,7.1236621356279874,8.214605673186293
Mombasa,Nyali,2025-10-01 23:20:11.517159,39.51815803284597,20.633154708353867,3.9263398833805283,4.042626841482262
Mombasa,Nyali,2025-11-01 23:20:11.517159,120.55978966349531,21.067611788788064,0.7132009856058519,0.9362663416307593
Mombasa,Nyali,2025-12-01 23:20:11.517159,112.53111579232723,23.38878698259463,7.2379791339697155,0.8750674432444006
Mombasa,Nyali,2026-01-01 23:20:11.517159,147.45236669944003,24.026817975471097,3.647491301529228,0.3826841824053939
Mombasa,Nyali,2026-02-01 23:20:11.517159,47.10765347005121,25.776419582094263,1.7132892125375188,5.820531233354812
Mombasa,Likoni,2025-03-01 23:20:11.517159,70.3831146248234,20.755826362264465,7.152185942240026,3.1128996696789524
Mombasa,Likoni,2025-04-01 23:20:11.517159,85.14720947104,23.824169793946457,6.196056437625177,6.38715412678458
Mombasa,Likoni,2025-05-01 23:20:11.517159,15.316725194478892,22.973436314647188,9.751518764441762,5.503810147975612
Mombasa,Likoni,2025-06-01 23:20:11.517159,74.6489119524636,22.42375942873461,1.4524338206217724,2.3391096577981427
Mombasa,Likoni,2025-07-01 23:20:11.517159,52.58995921435449,25.60682502398834,5.700850702562693,1.0137194756516432
Mombasa,Likoni,2025-08-01 23:20:11.517159,16.14720851919131,13.048867220910902,7.719521268823445,3.437866425201541
Mombasa,Likoni,2025-09-01 23:20:11.517159,128.53588025965124,20.490196834337983,0.05064790933440144,9.967889197158483
Mombasa,Likoni,2025-10-01 23:20:11.517159,98.3369340787653,20.054812625102358,8.24693545736568,5.427521838578978
Mombasa,Likoni,2025-11-01 23:20:11.517159,137.4044737310706,21.711226157666953,5.071244412108572,3.2845775546263223
Mombasa,Likoni,2025-12-01 23:20:11.517159,51.7186245642312,19.74290766633549,4.251078896035158,8.770058715102474
Mombasa,Likoni,2026-01-01 23:20:11.517159,73.75935558219956,31.071505686529804,4.258875572288536,1.006705643676189
Mombasa,Likoni,2026-02-01 23:20:11.517159,67.86699634926876,30.02232432501622,9.413797135754828,2.572583963083197
Kisumu,Kisumu East,2025-03-01 23:20:11.517159,89.02869210300506,18.10706119807033,3.3283361337750184,5.265994124970636
Kisumu,Kisumu East,2025-04-01 23:20:11.517159,102.28228439925894,19.482506772223594,1.5870313068060948,6.018418179233425
Kisumu,Kisumu East,2025-05-01 23:20:11.517159,137.3004191815358,19.87731743929704,7.139553040947031,7.65988161363998
Kisumu,Kisumu East,2025-06-01 23:20:11.517159,78.94828190440711,12.657268541276364,8.257654437624845,1.5445153569557224
Kisumu,Kisumu East,2025-07-01 23:20:11.517159,140.36354547593356,28.14403140679621,2.1414082268243972,4.4507930162831215
Kisumu,Kisumu East,2025-08-01 23:20:11.517159,56.02036780305353,28.265355885889402,5.2613757273231165,1.0027577905149399
Kisumu,Kisumu East,2025-09-01 23:20:11.517159,112.0784887199548,21.108123235389147,5.91460493404729,2.0843231684435484
Kisumu,Kisumu East,2025-10-01 23:20:11.517159,32.94601222059262,20.113545490244096,5.2247934800127425,7.2164814111070985
Kisumu,Kisumu East,2025-11-01 23:20:11.517159,36.03764748166418,24.5002514143006,9.93971239387028,6.087559602564244
Kisumu,Kisumu East,2025-12-01 23:20:11.517159,68.33889348202803,26.194490602054085,8.541864738048279,9.979350985524645
Kisumu,Kisumu East,2026-01-01 23:20:11.517159,163.34343188289327,24.73551338504419,1.617223347096448,1.3021791360989021
Kisumu,Kisumu East,2026-02-01 23:20:11.517159,53.88647922270169,23.586226117265465,6.3864289913724415,0.5465661083156637
Kisumu,Kisumu West,2025-03-01 23:20:11.517159,80.94637611617061,24.39679449335148,7.264714720609245,4.715719109288181
Kisumu,Kisumu West,2025-04-01 23:20:11.517159,38.28100055269891,15.23093664462095,9.948546977198308,1.1368658666329146
Kisumu,Kisumu West,2025-05-01 23:20:11.517159,64.9290924096451,31.714738258468774,5.2560747730543405,0.06184112364722827
Kisumu,Kisumu West,2025-06-01 23:20:11.517159,95.91000561873025,21.07297800774073,3.3931099909980675,0.91115773885031
Kisumu,Kisumu West,2025-07-01 23:20:11.517159,137.28685320997948,17.977685481264594,6.486673613752463,6.419365969981063
Kisumu,Kisumu West,2025-08-01 23:20:11.517159,43.39492445870471,27.157765049638478,8.882068380258449,4.662162972196569
