county,sub_county,date,acute_malnutrition_cases,severe_acute_malnutrition_cases,moderate_acute_malnutrition_cases,admission_rate,cure_rate,death_rate,default_rate,non_cured_rate,coverage_rate
Nairobi,Westlands,2025-03-01 23:20:11.517159,159,15,143,2.842423383877016,82.68230248455625,4.647622077818026,7.3243982503381915,4.098734737644154,47.39560524896228
Nairobi,Westlands,2025-04-01 23:20:11.517159,179,31,147,0.7926953088022858,72.64890451005434,3.640271637724769,8.971188838549214,7.968791361674092,75.72275440553163
Nairobi,Westlands,2025-05-01 23:20:11.517159,132,30,102,4.827062138356744,80.70522317856671,1.9384179362427947,9.914610859760728,2.8544738070052738,75.06896487375326
Nairobi,Westlands,2025-06-01 23:20:11.517159,125,17,108,0.904396365004314,72.06652838553076,4.173903839551993,3.6153893143870155,7.290390239236746,83.89953195240821
Nairobi,Westlands,2025-07-01 23:20:11.517159,116,20,95,4.860627644488766,87.69531720324527,4.61644944198375,3.458615166379438,7.584843737106474,78.40105013106171
Nairobi,Westlands,2025-08-01 23:20:11.517159,93,12,81,4.797036609085265,88.6263671672491,4.920635973553348,9.643001284100713,7.074572147117456,44.234030446744576
Nairobi,Westlands,2025-09-01 23:20:11.517159,79,15,63,2.1634672343336945,91.68261450060672,1.9645458959946054,9.80025127408921,6.4624998222189145,67.16428384009066
Nairobi,Westlands,2025-10-01 23:20:11.517159,97,12,85,2.4850232575821423,74.33114876253345,4.238668206362844,2.056325871583857,4.455093967245315,54.74830625361669
Nairobi,Westlands,2025-11-01 23:20:11.517159,131,30,101,1.8420740772018913,85.09652295295399,3.5513895312601917,6.305208174688339,4.118051934467583,51.65824599276484
Nairobi,Westlands,2025-12-01 23:20:11.517159,174,27,146,0.9697371244840205,77.46217899807176,2.9864569134267396,5.173571664622666,4.484127863179733,66.08077181297692
Nairobi,Westlands,2026-01-01 23:20:11.517159,127,19,108,0.5817132517540977,89.67788720802875,3.336696136317105,2.1477767306181903,3.662243055509889,82.35821844171542
Nairobi,Westlands,2026-02-01 23:20:11.517159,173,18,155,2.4030448553119257,76.68873912568446,4.520530195129676,8.465248802270272,2.219604715748484,61.47822999745044
Nairobi,Dagoretti,2025-03-01 23:20:11.517159,418,76,342,3.4843477470716464,93.24126872653699,1.2764715678271998,8.164788506556446,5.000077861288364,47.022216135804285
Nairobi,Dagoretti,2025-04-01 23:20:11.517159,357,49,307,4.275353976175893,74.62729613483157,3.603884316903826,4.008973049605472,5.214432642529813,57.31638243894392
Nairobi,Dagoretti,2025-05-01 23:20:11.517159,343,43,300,1.200227129662656,93.7538286922738,1.0319435172094957,8.70395872917455,4.469830053742974,53.47329982579511
Nairobi,Dagoretti,2025-06-01 23:20:11.517159,271,32,239,2.152775030612543,80.71198284770742,1.4943475402463862,2.378885242025265,7.195775789916159,74.38149484900559
Nairobi,Dagoretti,2025-07-01 23:20:11.517159,254,36,218,2.5994013487072367,74.91107288458932,1.3536122162833548,9.706787982853132,5.166556532908729,84.24294382380083
Nairobi,Dagoretti,2025-08-01 23:20:11.517159,195,47,148,3.1552223279686133,77.628908815217,3.51991105463329,9.674337744545415,7.982041443700715,45.40093802220259
Nairobi,Dagoretti,2025-09-01 23:20:11.517159,223,45,177,2.1223559553701374,76.24823614694704,4.79368187998972,8.14506826366333,1.0612064785749815,61.320029987663304
