county,sub_county,date,population_under_5,nutrition_program_coverage,stunting_rate,wasting_rate,underweight_rate,exclusive_breastfeeding_rate,mmf_complementarity,mdd_diversity,micronutrient_supplementation_rate
Nairobi,Westlands,2024-03-01 23:18:21.952240,7747,44.39277385959381,39.933999185937324,24.786374196084815,27.379155668046153,24.28094946472643,49.80520483570213,77.56691310677652,67.73830892420604
Nairobi,Westlands,2024-04-01 23:18:21.952240,2230,41.79746797235099,15.57343661273946,21.689449586904136,25.717673059697702,22.964483197761258,38.66146467812489,65.08476019433988,81.01949832063022
Nairobi,Westlands,2024-05-01 23:18:21.952240,7843,47.67682604721634,16.252128640027006,22.0309677245451,17.564866772707287,51.07074606264625,37.215246852006615,48.914128263674755,86.49794290073481
Nairobi,Westlands,2024-06-01 23:18:21.952240,4426,91.37103192170434,40.08240587075817,11.822573166031356,17.302278739235316,35.463937185651474,67.81490078615069,72.9603224751009,70.14587025710867
Nairobi,Westlands,2024-07-01 23:18:21.952240,11624,60.44049946898543,17.914199714309497,24.807359638667176,13.044229442118857,45.30168172622904,44.99091498623733,51.891136411632246,69.13912209663819
Nairobi,Westlands,2024-08-01 23:18:21.952240,14094,35.82864526016512,36.34083985393419,23.845377305834244,32.78394734605021,42.56051619858654,26.68998499089259,69.45557175173141,40.82765424683929
Nairobi,Westlands,2024-09-01 23:18:21.952240,14359,50.934214442281814,33.65291585162552,9.92409703458435,31.742065173786212,52.617669347700385,34.616246145393696,41.60793203122029,65.01046595854268
Nairobi,Westlands,2024-10-01 23:18:21.952240,13224,64.0619753418516,15.811848087887874,18.54569041230242,25.483050613017475,29.4869296889766,32.976745819116886,79.8180730283819,89.80104972960791
Nairobi,Westlands,2024-11-01 23:18:21.952240,9790,88.46971420112534,39.99604679263798,19.38164127219777,29.290682076153114,21.609502108482385,26.353824375418696,82.67132154760213,83.20071290265707
Nairobi,Westlands,2024-12-01 23:18:21.952240,10378,94.34693883809078,32.33924543271348,6.526010296823708,17.563142243482112,34.25525879448281,75.72613998032469,77.70211096042881,55.05267734952566
Nairobi,Westlands,2025-01-01 23:18:21.952240,12178,57.95298076399627,30.176448752732263,7.192656761916794,33.575818472825205,53.63037876793234,50.65507908834022,69.60864469404336,69.94169763504388
Nairobi,Westlands,2025-02-01 23:18:21.952240,11196,49.20319976174123,30.622602654476093,22.76217407947887,18.943033172778197,62.50360679227519,66.07821509117576,31.73254674411154,68.85949731513388
Nairobi,Westlands,2025-03-01 23:18:21.952240,13940,54.9317343124399,35.52996415366987,22.231414668949455,17.495216794178475,27.317229193766224,52.831878186647344,81.88161377473094,49.31316110689828
Nairobi,Westlands,2025-04-01 23:18:21.952240,10305,61.86115144675554,40.554066978893225,9.964336475648423,20.55190593330348,69.3514267088808,30.873234200480674,60.33846343678607,50.66268526285478
Nairobi,Westlands,2025-05-01 23:18:21.952240,7593,44.352181545334226,36.55323608591259,24.599613195129827,21.81145641146647,60.18651124767317,74.2700838781459,73.41377226952747,67.30708155368164
Nairobi,Westlands,2025-06-01 23:18:21.952240,12495,42.06025631203163,36.62976969960262,20.848959924637185,34.4180339241303,20.526379389450987,60.525104398402135,72.33067280983705,41.90234408004688
Nairobi,Westlands,2025-07-01 23:18:21.952240,11517,59.59425591744828,27.318288182836422,23.904349770292995,30.734415897043704,32.17443799774105,74.37796171658579,76.99145062489627,53.40434715092945
Nairobi,Westlands,2025-08-01 23:18:21.952240,11638,75.49562351929478,29.595814743336696,8.435819844962186,25.89297213480738,46.340019844734165,43.833981557417104,35.87500053715738,77.5499057627128
Nairobi,Westlands,2025-09-01 23:18:21.952240,3466,76.92160911232759,34.763270201550604,7.730904848389013,30.693045415571433,27.568953207432514,42.844383854049696,53.170976746315844,68.25020590823227
Nairobi,Westlands,2025-10-01 23:18:21.952240,5651,84.2949563140148,24.657056846312905,11.403145636270725,10.996673615231911,35.59767882685209,51.511564054288286,74.77604305945044,56.16857357508239
Nairobi,Westlands,2025-11-01 23:18:21.952240,4155,93.83566328009857,32.723920706603174,18.321822223346373,12.11282231189617,69.94581146918867,29.9673087269195,49.670787415417124,51.5686854500302
Nairobi,Westlands,2025-12-01 23:18:21.952240,8758,41.65777386038248,29.734841932565708,23.707677845846412,15.575528862750453,49.407683351432,26.295422155432167,45.9996915239483,64.17136787522983
Nairobi,Westlands,2026-01-01 23:18:21.952240,4576,60.90563278447816,34.77578400169817,22.923148427783243,32.409465205458886,47.38975459376791,74.34758227765255,64.61459876944807,56.64687512014697
Nairobi,Westlands,2026-02-01 23:18:21.952240,9705,90.76445659710292,15.008417008614853,5.484131773596641,26.15779391347477,45.76767051427397,53.095601154787786,52.58248841964551,73.94159608559593
Nairobi,Dagoretti,2024-03-01 23:18:21.952240,14011,37.72667986277928,23.300324091736144,19.081393681325594,14.999202647685046,60.90562932211894,68.24109913858338,32.71415380341749,63.08638674791635
Nairobi,Dagoretti,2024-04-01 23:18:21.952240,4509,90.8905603590083,23.262858592301065,8.069405229299282,25.771177585837293,23.554131457662624,57.62167602457158,51.0700657463283,62.388455368824296
Nairobi,Dagoretti,2024-05-01 23:18:21.952240,13000,35.36734594198592,22.94944960296056,23.43527226966106,21.786666320991493,62.71513703327143,29.78509416055614,48.40113509119597,61.002759542509594
Nairobi,Dagoretti,2024-06-01 23:18:21.952240,8011,85.657245347425,16.015053063968786,7.840177767888015,21.75429263656087,33.92842877086959,35.78998754664785,65.77489709320466,67.51247185293207
Nairobi,Dagoretti,2024-07-01 23:18:21.952240,13327,61.01102387716969,34.818640294204116,8.150577949251247,34.86488194622375,24.17218072515626,51.37300870983003,80.3298254917351,51.45267450928499
Nairobi,Dagoretti,2024-08-01 23:18:21.952240,9103,69.01304175188086,15.345998968681814,21.270117302963268,20.6908098840899,22.989709071912262,43.78304213163999,59.17878215331878,43.942622662023176
Nairobi,Dagoretti,2024-09-01 23:18:21.952240,7819,88.85206429171994,29.675818644043424,21.092915710233466,26.781316056561003,69.38897496673374,50.84820317988539,79.38523591372825,89.18563912996399
Nairobi,Dagoretti,2024-10-01 23:18:21.952240,13934,66.96943658538214,28.13153486884403,14.000602320583742,22.649154505481505,68.95489501283433,50.55348118081179,70.2319505796601,51.31923640012947
Nairobi,Dagoretti,2024-11-01 23:18:21.952240,7786,42.14211884249416,26.429627063613935,6.021677422546552,32.47442077216357,31.442535573343832,76.3544137545453,58.39775044117407,66.36782651551263
